"Model","Index","PlainTextCitation","GeneratedBibTeX","TimeToGeneration","ActualBibTeX","TotalFields","MatchingFields","PercentageMatch","NonMatchingFields","FieldComparisons"
"tinyllama",1,"Wang, M., 2019. Art, Urban Renewal, and Grassroots Community Building. Socially Engaged Art in Contemporary China 85–115. https://doi.org/10.4324/9780429457074-6 ","@article{wang2019art,   title = {Art, Urban Renewal, and Graffitti Communities: From “Fast and Furious” to {{GraSS}}},   shorttitle = {{{Socially Engaged Art in Contemporary China}}},   author = {Wang, M.},   year = {2019},   publisher = {{Socialeffect Press}},   doi = {10.4324/9780429457074-6},   url = {https://doi.org/10.4324/9780429457074-6} }",1.3941690921783447," @article{Wang_2019, title={Art, Urban Renewal, and Grassroots Community Building}, url={http://dx.doi.org/10.4324/9780429457074-6}, DOI={10.4324/9780429457074-6}, journal={Socially Engaged Art in Contemporary China}, publisher={Routledge}, author={Wang, Meiqin}, year={2019}, month=mar, pages={85–115} } ",11,3,27.27272727272727,"month, publisher, journal, shorttitle, author, title, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""March"", ""Match"": false}, ""publisher"": {""GeneratedValue"": ""{Socialeffect Press}"", ""ActualValue"": ""Routledge"", ""Match"": false}, ""journal"": {""GeneratedValue"": """", ""ActualValue"": ""Socially Engaged Art in Contemporary China"", ""Match"": false}, ""shorttitle"": {""GeneratedValue"": ""{{Socially Engaged Art in Contemporary China}}"", ""ActualValue"": """", ""Match"": false}, ""author"": {""GeneratedValue"": ""Wang, M."", ""ActualValue"": ""Wang, Meiqin"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.4324/9780429457074-6"", ""ActualValue"": ""10.4324/9780429457074-6"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""title"": {""GeneratedValue"": ""Art, Urban Renewal, and Graffitti Communities: From \u201cFast and Furious\u201d to {{GraSS}}"", ""ActualValue"": ""Art, Urban Renewal, and Grassroots Community Building"", ""Match"": false}, ""url"": {""GeneratedValue"": ""https://doi.org/10.4324/9780429457074-6"", ""ActualValue"": ""http://dx.doi.org/10.4324/9780429457074-6"", ""Match"": false}, ""year"": {""GeneratedValue"": ""2019"", ""ActualValue"": ""2019"", ""Match"": true}, ""pages"": {""GeneratedValue"": """", ""ActualValue"": ""85\u2013115"", ""Match"": false}}"
"mistral",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","@article{Felber1947,   title = {Direct Introduction of Chemical Substances Into Herbaceous Plants},   author = {Felber, Irma M.},   journal = {Science},   volume = {106},   number = {2750},   pages = {251},   year = {1947},   doi = {10.1126/science.106.2750.251} }",8.5831880569458," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",13,8,61.53846153846154,"month, publisher, issn, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""September"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""American Association for the Advancement of Science (AAAS)"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.1126/science.106.2750.251"", ""ActualValue"": ""10.1126/science.106.2750.251"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""issn"": {""GeneratedValue"": """", ""ActualValue"": ""1095-9203"", ""Match"": false}, ""year"": {""GeneratedValue"": ""1947"", ""ActualValue"": ""1947"", ""Match"": true}, ""number"": {""GeneratedValue"": ""2750"", ""ActualValue"": ""2750"", ""Match"": true}, ""volume"": {""GeneratedValue"": ""106"", ""ActualValue"": ""106"", ""Match"": true}, ""journal"": {""GeneratedValue"": ""Science"", ""ActualValue"": ""Science"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.1126/science.106.2750.251"", ""Match"": false}, ""author"": {""GeneratedValue"": ""Felber, Irma M."", ""ActualValue"": ""Felber, Irma M."", ""Match"": true}, ""title"": {""GeneratedValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""ActualValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""Match"": true}, ""pages"": {""GeneratedValue"": ""251"", ""ActualValue"": ""251\u2013251"", ""Match"": false}}"
"mistral",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","@article{Felber1947,   title = {Direct Introduction of Chemical Substances Into Herbaceous Plants},   author = {Felber, Irma M.},   journal = {Science},   volume = {106},   number = {2750},   pages = {251},   year = {1947},   doi = {10.1126/science.106.2750.251} }",8.5831880569458," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",13,8,61.53846153846154,"month, publisher, issn, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""September"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""American Association for the Advancement of Science (AAAS)"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.1126/science.106.2750.251"", ""ActualValue"": ""10.1126/science.106.2750.251"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""issn"": {""GeneratedValue"": """", ""ActualValue"": ""1095-9203"", ""Match"": false}, ""year"": {""GeneratedValue"": ""1947"", ""ActualValue"": ""1947"", ""Match"": true}, ""number"": {""GeneratedValue"": ""2750"", ""ActualValue"": ""2750"", ""Match"": true}, ""volume"": {""GeneratedValue"": ""106"", ""ActualValue"": ""106"", ""Match"": true}, ""journal"": {""GeneratedValue"": ""Science"", ""ActualValue"": ""Science"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.1126/science.106.2750.251"", ""Match"": false}, ""author"": {""GeneratedValue"": ""Felber, Irma M."", ""ActualValue"": ""Felber, Irma M."", ""Match"": true}, ""title"": {""GeneratedValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""ActualValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""Match"": true}, ""pages"": {""GeneratedValue"": ""251"", ""ActualValue"": ""251\u2013251"", ""Match"": false}}"
"mistral",1,"Wang, M., 2019. Art, Urban Renewal, and Grassroots Community Building. Socially Engaged Art in Contemporary China 85–115. https://doi.org/10.4324/9780429457074-6 ","@article{Wang2019,   title={Art, Urban Renewal, and Grassroots Community Building},   author={Wang, M.},   journal={Socially Engaged Art in Contemporary China},   volume={85},   pages={85--115},   year={2019},   doi={10.4324/9780429457074-6} }",2.482408046722412," @article{Wang_2019, title={Art, Urban Renewal, and Grassroots Community Building}, url={http://dx.doi.org/10.4324/9780429457074-6}, DOI={10.4324/9780429457074-6}, journal={Socially Engaged Art in Contemporary China}, publisher={Routledge}, author={Wang, Meiqin}, year={2019}, month=mar, pages={85–115} } ",11,5,45.45454545454545,"month, publisher, volume, author, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""March"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""Routledge"", ""Match"": false}, ""volume"": {""GeneratedValue"": ""85"", ""ActualValue"": """", ""Match"": false}, ""journal"": {""GeneratedValue"": ""Socially Engaged Art in Contemporary China"", ""ActualValue"": ""Socially Engaged Art in Contemporary China"", ""Match"": true}, ""author"": {""GeneratedValue"": ""Wang, M."", ""ActualValue"": ""Wang, Meiqin"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.4324/9780429457074-6"", ""ActualValue"": ""10.4324/9780429457074-6"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""title"": {""GeneratedValue"": ""Art, Urban Renewal, and Grassroots Community Building"", ""ActualValue"": ""Art, Urban Renewal, and Grassroots Community Building"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.4324/9780429457074-6"", ""Match"": false}, ""year"": {""GeneratedValue"": ""2019"", ""ActualValue"": ""2019"", ""Match"": true}, ""pages"": {""GeneratedValue"": ""85--115"", ""ActualValue"": ""85\u2013115"", ""Match"": false}}"
"codegemma:2b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","Note: This is a simplified version of the citation format used in many research publications, and the BibTeX standard for this format has not been updated.",2.9772982597351074," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",0,0,0.0,"",""
"codegemma:2b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","Note: This is a simplified version of the citation format used in many research publications, and the BibTeX standard for this format has not been updated.",2.9772982597351074," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",0,0,0.0,"",""
"codegemma:2b",1,"Wang, M., 2019. Art, Urban Renewal, and Grassroots Community Building. Socially Engaged Art in Contemporary China 85–115. https://doi.org/10.4324/9780429457074-6 ","",0.10556817054748535," @article{Wang_2019, title={Art, Urban Renewal, and Grassroots Community Building}, url={http://dx.doi.org/10.4324/9780429457074-6}, DOI={10.4324/9780429457074-6}, journal={Socially Engaged Art in Contemporary China}, publisher={Routledge}, author={Wang, Meiqin}, year={2019}, month=mar, pages={85–115} } ",0,0,0.0,"",""
"codegemma:7b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","@article{felber1947,   author = {Felber, Irma M.},   title = {Direct Introduction of Chemical Substances Into Herbaceous Plants},   journal = {Science},   volume = {106},   number = {2750},   pages = {251--251},   year = {1947},   doi = {10.1126/science.106.2750.251}, }",10.4900381565094," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",13,8,61.53846153846154,"month, publisher, issn, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""September"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""American Association for the Advancement of Science (AAAS)"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.1126/science.106.2750.251"", ""ActualValue"": ""10.1126/science.106.2750.251"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""issn"": {""GeneratedValue"": """", ""ActualValue"": ""1095-9203"", ""Match"": false}, ""year"": {""GeneratedValue"": ""1947"", ""ActualValue"": ""1947"", ""Match"": true}, ""number"": {""GeneratedValue"": ""2750"", ""ActualValue"": ""2750"", ""Match"": true}, ""volume"": {""GeneratedValue"": ""106"", ""ActualValue"": ""106"", ""Match"": true}, ""journal"": {""GeneratedValue"": ""Science"", ""ActualValue"": ""Science"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.1126/science.106.2750.251"", ""Match"": false}, ""author"": {""GeneratedValue"": ""Felber, Irma M."", ""ActualValue"": ""Felber, Irma M."", ""Match"": true}, ""title"": {""GeneratedValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""ActualValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""Match"": true}, ""pages"": {""GeneratedValue"": ""251--251"", ""ActualValue"": ""251\u2013251"", ""Match"": false}}"
"codegemma:7b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","@article{felber1947,   author = {Felber, Irma M.},   title = {Direct Introduction of Chemical Substances Into Herbaceous Plants},   journal = {Science},   volume = {106},   number = {2750},   pages = {251--251},   year = {1947},   doi = {10.1126/science.106.2750.251}, }",10.4900381565094," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",13,8,61.53846153846154,"month, publisher, issn, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""September"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""American Association for the Advancement of Science (AAAS)"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.1126/science.106.2750.251"", ""ActualValue"": ""10.1126/science.106.2750.251"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""issn"": {""GeneratedValue"": """", ""ActualValue"": ""1095-9203"", ""Match"": false}, ""year"": {""GeneratedValue"": ""1947"", ""ActualValue"": ""1947"", ""Match"": true}, ""number"": {""GeneratedValue"": ""2750"", ""ActualValue"": ""2750"", ""Match"": true}, ""volume"": {""GeneratedValue"": ""106"", ""ActualValue"": ""106"", ""Match"": true}, ""journal"": {""GeneratedValue"": ""Science"", ""ActualValue"": ""Science"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.1126/science.106.2750.251"", ""Match"": false}, ""author"": {""GeneratedValue"": ""Felber, Irma M."", ""ActualValue"": ""Felber, Irma M."", ""Match"": true}, ""title"": {""GeneratedValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""ActualValue"": ""Direct Introduction of Chemical Substances Into Herbaceous Plants"", ""Match"": true}, ""pages"": {""GeneratedValue"": ""251--251"", ""ActualValue"": ""251\u2013251"", ""Match"": false}}"
"codegemma:7b",1,"Wang, M., 2019. Art, Urban Renewal, and Grassroots Community Building. Socially Engaged Art in Contemporary China 85–115. https://doi.org/10.4324/9780429457074-6 ","@article{wang2019,   author = {Wang, M.},   title = {Art, Urban Renewal, and Grassroots Community Building},   journal = {Socially Engaged Art in Contemporary China},   volume = {85--115},   year = {2019},   doi = {10.4324/9780429457074-6} }",2.7778449058532715," @article{Wang_2019, title={Art, Urban Renewal, and Grassroots Community Building}, url={http://dx.doi.org/10.4324/9780429457074-6}, DOI={10.4324/9780429457074-6}, journal={Socially Engaged Art in Contemporary China}, publisher={Routledge}, author={Wang, Meiqin}, year={2019}, month=mar, pages={85–115} } ",11,5,45.45454545454545,"month, publisher, volume, author, url, pages","{""month"": {""GeneratedValue"": """", ""ActualValue"": ""March"", ""Match"": false}, ""publisher"": {""GeneratedValue"": """", ""ActualValue"": ""Routledge"", ""Match"": false}, ""volume"": {""GeneratedValue"": ""85--115"", ""ActualValue"": """", ""Match"": false}, ""journal"": {""GeneratedValue"": ""Socially Engaged Art in Contemporary China"", ""ActualValue"": ""Socially Engaged Art in Contemporary China"", ""Match"": true}, ""author"": {""GeneratedValue"": ""Wang, M."", ""ActualValue"": ""Wang, Meiqin"", ""Match"": false}, ""doi"": {""GeneratedValue"": ""10.4324/9780429457074-6"", ""ActualValue"": ""10.4324/9780429457074-6"", ""Match"": true}, ""entrytype"": {""GeneratedValue"": ""article"", ""ActualValue"": ""article"", ""Match"": true}, ""title"": {""GeneratedValue"": ""Art, Urban Renewal, and Grassroots Community Building"", ""ActualValue"": ""Art, Urban Renewal, and Grassroots Community Building"", ""Match"": true}, ""url"": {""GeneratedValue"": """", ""ActualValue"": ""http://dx.doi.org/10.4324/9780429457074-6"", ""Match"": false}, ""year"": {""GeneratedValue"": ""2019"", ""ActualValue"": ""2019"", ""Match"": true}, ""pages"": {""GeneratedValue"": """", ""ActualValue"": ""85\u2013115"", ""Match"": false}}"
"starcoder2:3b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","",2.7306230068206787," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",0,0,0.0,"",""
"starcoder2:3b",0,"Felber, Irma M. 1947. “Direct Introduction of Chemical Substances Into Herbaceous Plants.” Science 106 (2750): 251–251. https://doi.org/10.1126/science.106.2750.251. ","",2.7306230068206787," @article{Felber_1947, title={Direct Introduction of Chemical Substances Into Herbaceous Plants}, volume={106}, ISSN={1095-9203}, url={http://dx.doi.org/10.1126/science.106.2750.251}, DOI={10.1126/science.106.2750.251}, number={2750}, journal={Science}, publisher={American Association for the Advancement of Science (AAAS)}, author={Felber, Irma M.}, year={1947}, month=sep, pages={251–251} } ",0,0,0.0,"",""
"starcoder2:3b",1,"Wang, M., 2019. Art, Urban Renewal, and Grassroots Community Building. Socially Engaged Art in Contemporary China 85–115. https://doi.org/10.4324/9780429457074-6 ","",0.1567530632019043," @article{Wang_2019, title={Art, Urban Renewal, and Grassroots Community Building}, url={http://dx.doi.org/10.4324/9780429457074-6}, DOI={10.4324/9780429457074-6}, journal={Socially Engaged Art in Contemporary China}, publisher={Routledge}, author={Wang, Meiqin}, year={2019}, month=mar, pages={85–115} } ",0,0,0.0,"",""
